,Entinostat,Mocetinostat,Romidepsin,Tacedinaline,Tucidinostat,Domatinostat,Pracinostat,Quisinostat,Vorinostat,AR-42,Belinostat,Citarinostat,Fimepinostat,Ricolinostat,Panobinostat,Givinostat,Tasquinimod,Nexturastat A,ACY738,Tubastatin A,Trichostatin-A,PCI-34051,ACY775,Selisistat,SRT2104,AZD-6482,AZD-8186,Copanlisib,Dactolisib,BGT-226,Buparlisib,Alpelisib,Idelalisib,Apitolisib,GSK-1059615,Omipalisib,GSK-2636771,PF-04691502,TG-100-115,Pilaralisib,Voxtalisib,AZD-8055,Onatasertib,Everolimus,GDC-0349,Rapamycin,Temsirolimus,AZD-5438,SNS-032,Seliciclib,HMN-214,Alvocidib,Ribociclib,Rigosertib,Riviciclib,Palbociclib,PHA-793887,Milciclib,R-547,RGB-286638,Dinaciclib,Zotiraciclib,Cerdulatinib,Fostamatinib (Free Base),Fostamatinib,TAK-659,Abemaciclib,Brigatinib,Crizotinib,Dabrafenib,Dasatinib,Nintedanib,Sunitinib,Staurosporine,Tofacitinib,Decernotinib,Baricitinib,Binimetinib,Selumetinib,Ravoxertinib,Trametinib,Ulixertinib,AMG-900,MK-5108,MLN-8054,SNS-314,(+)-JQ-1,Bromosporine,Molibresib,Apabetalone,Geldanamycin,Tanespimycin,Paclitaxel,CHM-1,Nocodazole,Colchicine,GSK2879552,Iadademstat,Tranylcypromine,Pinometostat,Tazemetostat,Pemrametostat,Lirametostat,Onametostat,5-Azacytidine,Decitabine,5-Fluoro-2'-deoxycytidine,Gemcitabine,Methotrexate,Actinomycin D,5-Fluorouracil,Pemetrexed,Cisplatin,Carboplatin,Oxaliplatin,Ixazomib,MG-132,Carfilzomib,Bortezomib,PJ34,Olaparib,Talazoparib,Rucaparib,Niraparib,Veliparib,Thalidomide,VHL ligand 1,Nutlin-3,Serdemetan,VH298,Iberdomide,Lenalidomide,Pomalidomide,Doxorubicin,Cyclophosphamide,Vincristine,Prednisone,CHDI00465983,CHDI00390576,TMP195,TMP269,NFAT activation inhibitor III,Cyclosporin A,LMK235
Veliparib,71993262035.47342,49055795300.91111,68376352219.67214,4980591317.73524,48669994464.49294,92803541891.37874,68453000119.73797,82975687814.7698,5403859158.299675,118279597252.21817,68502816209.226906,71142247306.54015,56736876224.37005,71176019314.15889,72802683958.11206,48931688666.24715,71333983702.21283,82796648198.19951,71646221999.45094,91943094325.78093,71248214290.72417,118329718760.96007,118706862543.2987,71267572565.80296,93006517208.69188,71466412477.42566,93220240011.6776,92833033719.24216,54038542785.33256,91932655174.87808,71199018213.6443,92102172786.28467,60972877759.91455,92807989552.11064,82795412554.62419,93387025960.8853,5000336845.554494,82799096407.52496,82808809996.95032,71307075450.22203,118349857117.46384,118316405341.9924,13594313189.06006,93037278438.63931,48817311090.69696,68217237601.795555,54146896168.72525,67841553548.40438,52119324387.47568,5597250582.989987,83534259852.00914,120008995653.09468,92938022081.88612,118276359250.0003,67846602769.88736,92827200229.03467,95169072244.83543,48692047156.0165,67849535666.582634,100983847826.15778,67860287314.28349,118699708436.94775,4898637904.871115,82809392758.30498,92118236984.31662,93500469590.09814,92094814687.94937,67853465187.2972,68470489337.89456,120132507928.20045,118274071584.51031,91903523816.64067,5062452389.485286,93438623168.03726,91981494993.12108,82815466026.40858,92074314590.07616,71367835048.6222,122667035706.59047,69245804637.7203,82859286324.68526,52134920441.295135,92098020844.67148,68998220824.44728,5134428413.216721,5059334983.208233,83527214994.47774,5544685701.279769,92139774070.264,10096026495.324556,5440950623.410484,91988892297.62068,83002362261.12274,91908815564.83809,48716078591.81274,78569454478.21083,118381905322.3437,72424203833.37886,83286793919.50607,92936472227.02434,92109042881.81369,5229484540.70255,52118170778.98215,68832251152.6259,68125880210.50635,118353101383.50758,48689663607.26365,48981949230.619896,72103779523.03986,82989371842.03783,92116334186.58698,92926947512.29388,67991827670.17734,72751974253.46632,68510021778.24222,59736072332.101074,82849517654.93433,71373464428.66418,92056236228.53246,82788634159.29694,92821592239.16245,118358632943.77103,4971561126.491113,4926570079.94358,0.0,92275508563.34143,118518930909.08546,118300743969.88594,71291908405.79774,82806175199.16759,92503146543.21855,6320365711.580239,69035283775.04485,92851688542.31903,83531529535.02528,119163530086.54163,82787298621.88728,92816275419.79245,118267526739.11995,49819519384.69749,92860025515.37477,67930653828.76915,4970406129.818582,52118350282.42374
Thalidomide,44194173883.77824,58790629425.65834,42226268935.372696,92241321269.54166,58483190980.86656,80600802272.34508,42294148356.564384,43199093487.57986,92242512108.75899,68038593902.09047,42324508084.98228,43602320730.01127,63184571685.408035,43591463331.18906,45136116396.18028,58588306401.39007,43754877694.65018,42848345616.97823,43978224217.13537,7886068937.514643,43766475977.616394,68143083101.85063,68288213318.212006,43742330696.27425,80680182250.32489,43975641594.85038,80809583756.96275,80618643068.31003,62255155406.3999,7590648956.150662,43682328099.440315,4796324862.013065,62733611133.64042,80604621358.49324,42838714006.37107,81139389585.80174,92233701567.32906,42855286118.06324,42842259323.631065,43825301286.00885,68102329280.04835,68071232519.394264,92605587953.77805,80739354267.20232,58524679187.96692,41568628339.7377,62258946547.72212,41368102182.43559,61378873243.46466,92213706622.5529,43655462404.46894,69290779435.56224,80665427587.37953,68034836801.701485,41357108760.06485,80609753049.16568,25790564180.012173,58513343068.25164,41357281310.94755,83830492070.43188,41378524261.817665,68621081340.53742,92231612550.24928,42863685734.81169,4952379059.142419,81184613504.74484,5292901442.342934,41359552122.71043,42333904794.06433,70247376788.31894,68012032505.304115,7482536604.086467,92223292991.02327,80991529732.46205,7797736799.341504,42853862094.166374,4536735072.437234,43752485706.49185,71953061496.30806,42720680344.810646,42909577172.18898,61383406727.936615,4753341575.811278,42794331085.51573,92237505976.99852,92237039468.18503,43610793614.983894,92244391737.70206,5210732564.847429,92247590336.31238,92244417932.84636,8136053444.736348,43233278786.221886,7523533814.476866,58505012910.40635,50035529008.66536,68106025803.584694,44724908196.482704,43539177088.37808,80678430974.60687,4880218441.880576,92236455168.15858,61378483086.830734,42454092419.31749,41586701792.83233,68111025845.95177,58497131315.17054,58630745014.039604,44391843507.951385,43201116226.71116,5229172859.196891,80650832138.77571,41461636900.59315,45659110146.17094,42308200716.83961,65670962786.968346,42909303324.81497,43898285970.68013,5029447664.778341,42834290416.52563,80606828376.23526,68139681614.62686,92237257475.29985,92231988537.76878,92275508563.34143,0.0,68544500484.59618,68057771613.13228,43824814884.697975,42857936482.863235,10714728406.867573,92300712314.43243,42584860660.6522,80637213898.60545,44081149331.84413,69093686470.86447,42834795215.8854,80602423365.03217,68032136610.337326,58835704799.28987,80642406057.79472,41498182677.25502,92234409420.35222,61377869804.147606
VHL ligand 1,62984074756.65474,86102033842.53691,96849139010.27551,118453337122.3727,86048476756.49391,57102424412.04844,96885053049.44168,46371621963.634834,118462549778.5027,6745144963.779135,96896706663.89261,62325986149.268456,89025313149.26909,62344061442.00754,63361177641.1429,86107556280.68536,62431140422.06192,46046434514.746704,62548777443.413246,68132633619.855095,62437583323.55807,7249534324.803787,10074181183.67095,62403124798.694244,57295643341.07943,62632185568.725044,57451542842.252655,57128005059.44268,88683129775.90486,68122636964.19803,62376440156.359924,68346481556.142715,92381743785.65826,57105732154.40577,46043850034.177895,57570848450.31111,118456641252.46046,46053932014.885864,46059668400.11923,62488972001.189316,7459605118.867668,7137322259.5968075,118766408081.2343,57274558019.0023,86082340465.78177,96621333528.11192,88989680333.88329,96472846218.52908,88040099919.7165,118478789776.02795,46838655917.32595,17016952129.97761,57180007039.80847,6752302902.418136,96473328034.0354,57123226261.89443,68562803543.17815,86052392745.7786,96471389943.4839,64375617514.77325,96481438491.16666,10172574292.08718,118452294504.85172,46058235402.93127,68367403178.65021,57693044795.15394,68327561197.41835,96474934243.02664,96883433590.35004,16413420147.669474,6523070548.9117155,68086761680.40285,118448278145.96954,57762518446.49661,68176594828.995674,46064258356.35181,68328763520.61228,62488140542.62833,31779230290.317055,97092906330.63828,46103429670.69653,88043791037.15944,68346423755.98988,96959084832.06508,118458546549.53925,118456303975.80965,47027507531.49913,118462726597.01866,68387848189.54939,118586555014.60735,118461791246.96266,68125240596.30129,46383130050.9682,68087926455.297066,86057061618.40152,69756606262.92688,7807856167.61427,62751862418.272156,46625704934.08466,57234314149.679825,68361675505.772995,118455633675.29811,88038878961.75061,97031095381.56883,96596422761.21158,7522174587.870011,86051707142.20164,86142114733.43582,62981703011.48955,46374390640.59677,68358056540.357155,57210836108.36255,96538766996.33203,63792027108.2816,96901223216.37201,88682830791.54872,46086598600.25387,62536596588.67828,68295327283.34247,46034236667.431435,57128613370.41374,7634783766.475442,118456784350.21657,118452338787.83797,118518930909.0855,68544500484.59618,0.0,6940976849.218409,62488348149.70833,46050013306.89799,68816155333.55455,118461228507.69089,96925372172.70486,57147756739.554276,46677916867.33362,13495329334.206667,46035252991.43961,57116116528.88604,6627493457.471608,86285676899.24968,57150277410.10886,96535124903.57092,118453894877.5635,88038570222.9183
Nutlin-3,62583757960.11066,85819128122.93808,96405934946.19145,118234710137.35051,85765401839.59,57099211351.98218,96441653363.74344,45862435061.04323,118244003871.33064,2905569422.2384386,96460406762.2795,61921242783.84086,88751654119.9576,61939576952.59235,62963413573.11749,85825867014.22733,62027192226.98803,45534381282.93108,62145816351.0224,67644428267.53644,62110322328.700066,3917687568.4729543,8013890574.333722,61999076087.21484,57292752946.9019,62220916251.507286,57448464645.27722,57124890679.297844,88408746086.22597,67634650145.11721,61972007732.92537,67858743271.60985,92118338036.2001,57102585726.40092,45531065295.48658,57567814117.13255,118238145152.54176,45541513001.17906,45546807959.19578,62085602839.382484,4294877571.73468,3731138581.637915,118548420230.95226,57271643377.235344,85799488524.85008,96177199842.79677,88715913887.62943,96034626770.86024,87763383147.75533,118260695321.37514,46334546524.97953,15891607880.101538,57176811921.37645,2877530039.634254,96028477209.73471,57125561087.320946,68077905703.65404,85769632513.88663,96026489408.945,64377463560.52572,96036599422.01692,8139136922.353611,118234226235.1255,45546191310.13091,67879506335.79628,57695243022.06473,67839477214.24021,96036985748.15807,96447555198.05235,15249029255.971903,3934898729.844156,67598327519.40644,118230050395.96376,57759457907.11279,67689155206.98802,45551599215.92515,67840302465.59027,62084798933.74807,31192882607.338036,96657295544.1838,45591323473.51676,87767354841.66068,67858352085.40011,96516084286.39948,118240248099.32431,118238045375.66115,46525569907.62743,118244233647.85156,67900005892.88948,118368839317.75484,118243353852.02354,67637165441.11289,45874701271.364395,67599242535.07655,85774213853.47751,69395622684.01443,4861630904.5695305,62496891554.86011,46119479425.04383,57236398533.11542,67824752983.62501,118237658998.74352,87763436053.62242,96589600096.34583,96151911930.64357,4388781029.190929,85768559116.75104,85859306345.97333,62581608285.898674,45865658650.25779,67869884777.57415,57207850345.985916,96093981182.42397,63397042919.43951,96465350910.2686,88408755869.8866,45574574252.26036,62133300447.76722,67806652015.39373,45521341681.26238,57125685941.55007,4589927984.841991,118238212672.93552,118234119891.01974,118300743969.88597,68057771613.13228,6940976849.218409,0.0,62084762508.25729,45537396072.29703,68333012803.53806,118242658343.25876,96482260183.82448,57144577901.66457,46173079064.99289,12032042837.75638,45522270706.232155,57112894287.802765,2576669926.6151543,86003301523.9537,57147141824.84976,96097348159.24283,118235590250.97589,87762125554.06775
Serdemetan,10601853506.737303,46608020520.49658,48203997224.5834,71199244325.60245,46282510414.496475,59300560541.03594,48313715233.27554,28214020940.615646,71210296577.97754,62053919202.44073,48341192916.060135,4722461614.90284,51485861691.957306,5812788985.75449,13103643557.013992,46476994179.97577,6471108986.880712,27681704027.439518,6068832736.835385,43124085555.456,3201577920.7140923,62159241644.70291,62602287203.52395,5989922099.959668,59514364423.85569,7059489021.040005,59800676861.42146,59333475978.69121,49371248268.84581,43104358864.72334,5311048841.541957,43452054333.494644,56777671519.40549,59306389565.630104,27661081772.365337,60158211430.29854,71201148252.20992,27688548132.711002,27706849413.232586,4271178930.8577013,62142512585.91247,62109471785.8427,71952008200.95346,59560886008.05897,46317228714.56965,47844614493.203674,50378673320.359276,47455062827.94154,48302325945.91699,71205354972.23824,29412715533.369892,64297602110.494644,59564980795.230415,62055261397.81715,47437091418.85128,59331356160.52127,48666788026.8151,46293304353.64444,47440038983.71607,67288325154.073875,47459872108.86645,62728361565.780365,71192575611.19743,27709368352.977806,43489371881.96884,60192964264.661316,43441565877.07502,47455856057.8918,48322710680.763824,64609510852.845825,62110171632.272514,43041197869.17544,71181359943.21078,60040727595.47792,43166127994.65265,27730370346.888493,43408977226.525406,6596312098.81939,69213977068.42345,49185830945.54905,27814367718.617584,48314922027.84801,43455432103.57782,48783966716.721176,71200807857.16588,71199785581.86964,29105907941.60227,71222627417.6247,43526337985.39344,71525008499.94572,71216162912.93307,43187608491.75954,28284254050.79205,43063623501.76857,46310529162.46746,31683662535.3366,62223317089.70188,12017431933.873829,28764583386.118057,59481555093.11672,43474388899.69001,71201104555.45418,48300602691.70721,48660667042.28723,47714154152.26259,62180021233.98449,46291094181.78981,46551141586.39941,11061052217.7166,28240427826.76231,43504240374.422264,59429475661.73601,47592938340.55946,15888364848.088211,48322874352.373055,51490873936.00965,27772922758.09812,3782474289.0564685,43375933023.71058,27657281785.688286,59319680999.455414,62212319032.87713,71200051819.10768,71194792548.55786,71291908405.79774,43824814884.697975,62488348149.70833,62084762508.25729,0.0,27697603263.65978,44246426323.86244,71258047298.9387,48435212358.2172,59364689322.19402,29472610276.03905,63672954855.20463,27656578865.093853,59311904050.5814,62040730759.47097,46961272154.792725,59371462169.645515,47292464662.647705,71196285206.82146,48297300022.183365
VH298,28816220568.74356,50270273509.27908,58297023304.71207,82707904999.93742,50099293507.22574,49504487441.62342,58369599908.59906,5622329700.611322,82722694680.31758,45514199133.69824,58378792834.33898,27328795246.521095,56196652436.7004,27350843108.238243,29779554404.475224,50228323275.570526,27623651156.374443,1168211175.1544251,28421885172.410007,42113556669.95266,27592521289.97432,45647464733.179214,46142875670.665054,27508142372.75551,49758215407.694855,28011025847.696682,49993369991.15054,49531387069.7603,54550095933.61083,42098903587.856476,27472265717.25143,42452127763.297966,61463396040.09573,49508612400.94059,2228523707.2208843,50263322787.24711,82709636456.55756,1478132502.2747228,2535730368.890483,27689352761.60342,45620183667.377556,45577758716.067345,83174251582.96843,49767292005.71854,50169755880.96897,58148873390.407074,55390596688.87275,57847697186.9052,53445814274.41236,82737174554.8857,9514596085.857582,47310179391.40626,49635827340.96277,45515350124.310905,57847711700.88342,49531632898.90179,46228293762.055214,50081067947.89033,57845389002.96729,58456705893.62419,57862829968.237305,46472633310.35775,82703559241.27637,1737780846.6911428,42492366722.559494,50587951405.681,42446747256.05277,57849425353.06324,58356684710.86694,48386991365.950775,45492700522.69752,42035980270.38059,82697224989.35136,50201764729.53984,42150266022.48245,2594307379.203458,42415168085.577774,27664110752.843708,53261801185.90802,59198988522.78159,2563472707.39416,53456276976.71589,42453202520.972626,58831927729.78216,82718730414.18958,82712621941.43794,9809047905.47946,82730727826.7789,42518037295.59422,82919941377.96312,82726020243.66951,42147069571.24586,6179724227.910096,42049036981.36356,50117592706.0956,39349881198.816444,45712159257.714745,29073330787.979694,8089919609.146599,49672859032.97919,42458654568.77736,82710119495.563,53446284416.668915,58620296798.84058,58049933535.297775,45637553116.78488,50098080162.01998,50306985455.783844,28848604957.80028,5989761491.580601,42485276128.544945,49646232005.48109,57985243764.96238,31167235002.26124,58379656621.18485,54554946282.395836,3365511164.43071,27823876874.36997,42392210484.12864,2062673619.7649858,49525523677.66896,45690421711.67883,82711682062.23569,82703405046.09546,82806175199.16759,42857936482.863235,46050013306.89799,45537396072.29703,27697603263.65978,0.0,43445978362.68175,82751388460.08926,58775370544.910934,49565244106.996185,9449465850.620113,47618345718.26099,1875390307.8880725,49520071948.09762,45494426049.350876,50676772429.69388,49584144532.04216,57950042776.59393,82706388303.9482,53450599753.96324
Iberdomide,44613232042.804985,58983890246.87913,42529469317.76236,92468015083.50603,58679947994.52461,81067603953.28952,42596004498.06138,43781646430.05248,92472152384.87724,68312846991.03211,42627576853.178246,44023261233.1922,63366681417.724075,44016187597.276985,45542565797.66173,58780898293.7956,44176931706.107895,43435696057.80875,44397796468.47573,8423826573.621856,44187397854.04746,68418293618.15971,68562352252.84683,44160561269.0913,81146378990.61707,44394054520.39897,81274398235.42859,81085041972.3214,62438656832.34902,8081107967.516722,44105236530.43218,9901692231.574602,62915101506.98988,81069928774.37405,43428933084.598785,81603107314.59183,92460397249.1718,43442728600.31796,43430089891.8851,44245332784.24003,68380570488.10604,68346875968.37198,92831729800.96036,81205304594.90865,58716378841.84111,41876296870.51766,61634541359.094376,41675817889.875114,61563225029.00511,92443337505.77751,44234970367.59025,69561049706.99698,81131951514.45847,68310547892.50939,41668081113.0218,81076388895.90776,25944594456.04516,58708607092.16376,41665733100.1265,84279312156.18842,41685966535.433846,68894419274.18613,92458165606.85727,43445855052.3508,10002821222.767527,81645794559.9774,10149947565.483717,41669027185.23499,42638162934.8876,70514506683.75778,68286085899.89532,7982321286.352343,92451456824.68181,81455040727.67076,8323105959.167256,43443873175.032974,9807232723.73568,44174550571.897385,72214198170.16975,43020726944.22794,43496678383.39641,61568298959.1702,9881354555.37055,43096055745.49818,92467505773.6937,92464482845.17305,44190865973.912384,92472876888.86244,10125043552.75446,92475752056.74844,92472494779.50374,8632991095.833391,43819261810.48551,8023547373.90397,58698879543.32596,50405583738.72618,68381433527.18751,45138019904.7341,44117294166.56273,81142392024.68704,9962032338.804512,92466084984.54169,61564046370.32977,42756073003.80495,41893850282.89651,68385710540.09776,58691464440.00409,58826988995.80092,44804236580.830864,43785001567.93424,10134100233.054506,81117303258.78581,41770346546.583015,46061881673.126274,42610540514.47212,65843126540.17377,43505258552.89739,44318993050.65165,10006053564.310905,43424606648.47231,81073659977.07227,68417727178.02199,92464056186.8456,92458567224.42735,92503146543.21855,10714728406.867573,68816155333.55455,68333012803.53806,44246426323.86244,43445978362.68175,0.0,92526808567.48067,42886791184.22708,81104713445.20163,44651970828.983826,69365050707.98073,43425317583.63145,81069009519.20993,68306054032.485916,59031201279.97376,81108538056.88908,41806031799.92485,92460682185.07848,61561623478.25761
Lenalidomide,71960082120.27274,48993543210.42043,68365498291.53394,4249417035.035096,48614734300.95467,92719229132.04886,68442025206.68524,82924844284.55128,4646487870.688257,118221441343.53734,68491870057.83209,71108375328.90941,56689675334.33367,71142548184.66742,72769341080.21269,48869584818.58727,71300530618.14542,82741787883.38255,71612766930.81305,91967304214.87225,71216794039.77953,118267741744.12791,118648901462.35802,71231752967.33118,92922487307.58905,71420620595.53087,93136279111.33421,92748717630.20929,53988793412.48404,91957217283.89876,71167199506.54774,92125839174.61012,60916446306.53587,92723609762.13258,82744471628.32394,93303212401.782,4286937354.6817064,82748028680.6518,82754022581.80159,71275090286.12088,118291698215.10324,118258188863.75887,13302324458.742828,92953242113.90816,48755245449.2602,68206405095.67106,54090637238.644356,67830765621.692764,52061339588.019615,5036806898.592352,83483634243.72171,119951486610.3706,92853709101.47284,118218188654.93935,67839285476.60925,92742963311.13406,95193483734.3431,48636995280.679405,67838654440.06043,100906369531.80745,67849278295.23455,118642087037.78416,4169071669.0027323,82754620926.68732,92142205673.53828,93414425233.32945,92119109449.5452,67842811413.58288,68463592730.725235,120075223271.01572,118216108258.08871,91927273117.95036,4312069496.853786,93354920438.34589,92005360000.85402,82764522113.38579,92098765950.5417,71334492578.27716,122610928970.15346,69235154856.59135,82808330320.85913,52076483624.889084,92121878426.65794,68991592644.38528,4525919974.926628,4321140346.0637455,83476707280.69623,4805893072.01829,92163947842.49867,9794577670.70531,4862794957.111132,92013306030.15819,82951502119.33461,91933263501.83195,48653666733.060005,78538479601.27177,118323627051.19656,72392573448.24138,83236053746.3364,92852401365.03355,92132894856.55127,4438149366.547887,52060005853.604355,68825408907.17525,68115154285.479294,118294937592.17752,48627259294.15995,48927453548.77085,72072372722.75815,82938520829.82889,92140189760.73033,92841004285.84814,67980728841.18077,72720920274.33774,68499249880.5997,59684984683.333725,82798556799.0287,71341258285.90002,92080397691.77756,82737520461.56706,92737449147.20041,118300539578.3999,4323140999.992991,4195122891.886167,6320365711.580239,92300712314.43243,118461228507.69086,118242658343.25873,71258047298.9387,82751388460.08926,92526808567.48067,0.0,69028108376.39545,92767533682.09871,83477158789.9623,119105777023.95638,82736345639.24176,92732067044.63373,118209331450.83925,49734757221.60441,92775350278.8359,67919855498.96039,4244986384.189096,52060111750.05493
Pomalidomide,49140815965.04658,48392220206.94956,13848318265.409805,68949669643.45767,48039714898.3337,91344004374.12222,14041674669.83337,59017250364.83259,68956483422.80339,96463496107.44753,14141659014.644459,48516425013.43207,53305583086.76209,48509247169.01905,49809017637.713104,48195226406.908554,48663548046.07742,58765452575.851006,48676887715.59296,42002187261.54935,48397360621.61503,96546570918.88684,96694148556.28015,48642758112.79604,91433373669.91545,48923486394.69191,91597242803.3794,91358686485.39177,51318366958.117775,41958850164.12322,48602812792.49657,42336958021.470276,55761260493.19742,91346671498.3494,58762185077.27907,91851797153.04755,68946300747.31673,58766965495.52209,58770963812.71723,48437656487.9479,96514879682.27007,96494446375.57883,69577071336.7151,91489439535.06929,48092787591.490555,11745541250.252716,51888527439.87022,10889716007.218147,50326569354.92785,68927854600.21164,59411052210.11387,97771073926.46684,91429383283.47786,96463816675.39088,10906541507.307892,91354328666.99084,49782964997.01862,48070846881.43797,10952352220.251896,95580851322.07181,11015264344.603926,96922335640.21779,68939774505.7599,58774313533.17074,42372952974.6903,91932650299.3069,42400954642.26189,10932646971.246553,14224480089.938267,98193451408.20111,96457733863.33044,41923133857.59779,68936374750.6832,91860425996.3417,42038052898.95158,58770815402.40746,42301552898.23545,48708956774.39612,99301643427.73924,16023399408.17886,58813357481.93923,50333975066.20662,42335222109.357635,15941526976.208673,68946299634.67369,68944069934.32004,59539675074.50961,68958640540.34833,42396033172.05458,69017629851.73598,68968433090.99626,42071561337.85161,59063411862.665375,41931915940.74549,48074365485.79836,54453223002.73841,96527732529.15964,49685164119.468315,59287339377.89083,91426998825.55746,42355520282.9534,68949931661.65053,50326312880.58304,14708431889.351578,11891639426.895697,96523410991.95538,48058902512.960686,48234005000.227905,49444809799.23158,59026888847.57465,42409248856.86202,91394742218.69002,11349321081.424162,50546785185.5049,14216337704.18397,56576341851.72252,58813027821.96751,48518381422.15438,42341821751.449326,58758664830.24117,91353707367.1771,96539797655.0399,68943397483.16338,68939282855.42259,69035283775.04485,42584860660.6522,96925372172.70486,96482260183.82448,48435212358.2172,58775370544.910934,42886791184.22708,69028108376.39545,0.0,91382192832.13223,59777882068.11861,97308152320.98178,58753549250.79584,91350376667.36716,96456741615.82678,48590964267.16635,91391249806.05952,10428631217.140905,68942173129.44247,50328037854.724464
Doxorubicin,60014635870.30399,67214625648.69053,91253239657.42854,92750211131.34216,67138499542.12367,2098293798.582744,91284528357.03416,49866997566.587204,92762370683.55122,57122301676.15181,91316357236.16649,59191720726.61335,70917259996.76749,59222829899.74504,60140696190.42796,67222225037.1603,59312814649.109604,49562649423.49397,59479245761.9924,80154788985.18234,59321463583.56671,57120549967.7283,57671119023.19247,59289260201.18233,6407194282.387351,59465319118.86593,8584725255.591972,2743994866.4666476,70513215702.052,80199805739.51259,59224048547.314545,80371768934.51578,78555090744.5621,2247049740.444448,49562986735.19848,8077506331.540559,92758591221.67798,49568688834.05606,49588567050.55896,59359461856.41758,57210865993.40525,57164939852.3888,93429645133.5977,5635313452.251906,67278396097.31269,90996115048.03493,71402056030.9159,90855196045.8034,69670431915.23773,92789022219.34273,50426866837.6018,57735759326.02384,6526122530.5073805,57120513281.97241,90854868652.9911,2761767585.124826,80167030276.53838,67129278204.4592,90853503867.66943,39747950050.40043,90863488439.58727,57793039041.77016,92749792726.05966,49583510724.83799,80418690454.63902,9998693324.463253,80372595283.46916,90856868188.37285,91298662446.2596,58876973281.99492,57121373773.747765,80160287894.49335,92744551164.19063,12471855483.074543,80263199115.60422,49598063059.80054,80355391411.82321,59434848275.24727,69680248868.89436,91539540746.41287,49609689739.75889,69675502094.19156,80375061277.90717,91462055930.11484,92759502229.33621,92755216572.13416,50642194095.11582,92752842124.94658,80417481928.79791,93014640036.95238,92756178590.08987,80180066186.41946,49859969234.16496,80154431698.44316,67160054109.69423,71466466909.20213,57300972715.06167,60026608912.30214,50265009335.306854,4548143957.885114,80387291431.43643,92751364487.38725,69670416712.88698,91498208855.15549,91033215532.79486,57197104730.10719,67132222309.8737,67253743520.441795,59915288484.99786,49874511603.04056,80366027355.38132,4902447258.248956,90958490317.6948,60584446179.73901,91356226849.4286,72637095540.95255,49624300199.94988,59453715769.20427,80329302528.27141,49552808575.44415,2770088604.488673,57210297403.05697,92752808382.54503,92745723669.55107,92851688542.31908,80637213898.60545,57147756739.554276,57144577901.66457,59364689322.19402,49565244106.996185,81104713445.20163,92767533682.09875,91382192832.13223,0.0,50162058221.72131,58709022538.30614,49552378476.65191,2702495894.0298266,57108430319.220634,67632077829.42346,3519225598.983959,90924404389.05113,92750547647.29608,69670177700.3487
Cyclophosphamide,30526144011.454792,51261748639.56123,59481409994.09666,83432844321.49904,51093798507.115,50101860440.77208,59552194323.34686,7728674582.182267,83447657510.04468,46142242291.64167,59561159709.00738,29127299172.38809,57098336534.5034,29147560408.86347,31437805447.233704,51220576881.188736,29403511286.56761,9390560452.862751,30153110702.84936,43356852869.225105,29373232863.106876,46272775727.23532,46762468830.70196,29294938646.1893,50359073130.043686,29766638231.83936,50591317429.82733,50135249141.53259,55484456430.80315,43339978522.31592,29261419536.154434,43686365861.850685,62276990561.978455,50105735602.23853,9384938149.462795,50852427759.454155,83435711692.07518,9441839086.638563,9473679815.95849,29463712763.87895,46246020278.679054,46204480413.01848,83896180332.22221,50367917926.92731,51157097386.50266,59161698768.95687,56286248593.70578,58866119418.38122,54379291401.65585,83462876645.24419,9010849612.471624,47921649191.32587,50233663044.42604,46143774456.65161,58864590476.4983,50128545189.34499,47363638263.60547,51097212567.571556,58862034786.45539,58963172843.080894,58880346733.947334,47087718967.34643,83429175538.18451,9481781443.086966,43725863114.486496,51172579972.99623,43680421819.909615,58866770806.10834,59539563066.36825,48977762609.153366,46121236140.168945,43281736921.99387,83422317656.39694,50791005128.394806,43390352855.67488,9515526128.517197,43650545463.37982,29442410024.93495,53799398612.73755,60193436048.01537,9758240293.45186,54383845302.39324,43687147964.11761,59831837188.348465,83444856487.84941,83438669055.78288,10977156986.944994,83456763952.18146,43749775246.91461,83643770007.99594,83451017943.50014,43390239378.58417,7913510427.405233,43294290729.526825,51110856415.88015,40137694470.5204,46345567126.80285,30769288024.97817,9476194658.993895,50268613558.89652,43693170657.283875,83435641923.88039,54373923019.99644,59798658786.268906,59063144182.006516,46204401497.372406,51081553568.01232,51291532717.70705,30556563472.59469,7761466608.930678,43718178379.85513,50250091025.84978,59001039688.333305,32753784207.52576,59562762994.033844,55469775999.36277,9717831720.691885,29591842888.367435,43626159796.04339,9339246528.535376,50129211127.213684,46324177056.250114,83437729501.11476,83428531804.55357,83531529535.02528,44081149331.84413,46677916867.33362,46173079064.99289,29472610276.03905,9449465850.620113,44651970828.983826,83477158789.9623,59777882068.11861,50162058221.72131,0.0,48226213998.706314,9349882649.276237,50117707544.58003,46122899446.85982,51660655744.12997,50181324425.45269,58965169243.40298,83432642513.03923,54373062673.56552
